# mapping_set_id: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology/mappings/TCM-SO-ICD11.sssom.tsv
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_provider: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology
# mapping_date: 2026-09-17
# creator_id: https://github.com/Pinellia7ternata
# mapping_tool: manual expert curation after lexical/semantic pre-screening
# object_source: ICD-11 for Mortality and Morbidity Statistics (MMS)
# comment_type
# comment: Subject classes are TCM Symptom Ontology (TCM-SO, release v4.10) symptom classes; predicate and object identify the cross-terminology alignment.
# curie_map:
#   TCM-SO: http://OntoTCM.org.cn/ontologies/tcm_v38/f#
#   HP: http://purl.obolibrary.org/obo/HP_
#   SNOMEDCT: http://snomed.info/id/
#   ICD11: https://icd.who.int/browse11/l-m/en#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	curation_status
TCM-SO:sx_经行眩晕	dizziness during menstruation	skos:closeMatch	ICD11:SF5H	Liver and kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_食入腹胀	Abdominal distention	skos:exactMatch	ICD11:ME09	Abdominal distension	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤感觉消失	Skin anesthesia (loss of sensation)	skos:closeMatch	ICD11:XM0FJ3	Anesthesia regional	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤感觉消失	Skin anesthesia (loss of sensation)	skos:closeMatch	ICD11:MB40.3	Anaesthesia of skin	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤感觉消失	Skin anesthesia (loss of sensation)	skos:closeMatch	ICD11:XM9RW1	Anesthesia muscle relaxation	semapv:ManualMappingCuration	
TCM-SO:sx_耳鲤	ear sore (possibly 耳疔)	skos:closeMatch	ICD11:LA21.3	Misshapen ear	semapv:ManualMappingCuration	
TCM-SO:sx_耳鲤	ear sore (possibly 耳疔)	skos:closeMatch	ICD11:LA21.1	Protruding ear	semapv:ManualMappingCuration	
TCM-SO:sx_耳鲤	ear sore (possibly 耳疔)	skos:closeMatch	ICD11:AA41.0	Cauliflower ear	semapv:ManualMappingCuration	
TCM-SO:sx_少腹痛	Abdominal pain	skos:closeMatch	ICD11:SM33	Abdominal pain disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_少腹痛	Abdominal pain	skos:closeMatch	ICD11:DD91.4	Functional abdominal pain syndrome	semapv:ManualMappingCuration	
TCM-SO:sx_少腹痛	Abdominal pain	skos:closeMatch	ICD11:SC10	Puerperal abdominal pain disorder (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_肛门松弛	anal relaxation	skos:closeMatch	ICD11:SE93	Qi sinking pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱塌陷	collapsed nasal columella	skos:closeMatch	ICD11:XA4S17	Columella	semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱塌陷	collapsed nasal columella	skos:closeMatch	ICD11:XA8817	Nasal turbinate	semapv:ManualMappingCuration	
TCM-SO:sx_带下杂见五色	vaginal discharge of five intermingled colors	skos:exactMatch	ICD11:MF3A	Vaginal discharge	semapv:ManualMappingCuration	
TCM-SO:sx_疤痕高突	raised hypertrophic scar	skos:closeMatch	ICD11:EE60.1	Hypertrophic scar	semapv:ManualMappingCuration	
TCM-SO:sx_寒战	Chills	skos:exactMatch	ICD11:MG21	Chills	semapv:ManualMappingCuration	
TCM-SO:sx_足躁水肿	Ankle edema	skos:closeMatch	ICD11:MG29.00	Ankle oedema	semapv:ManualMappingCuration	
TCM-SO:sx_水泻	Watery diarrhea	skos:closeMatch	ICD11:XE484	Stool	semapv:ManualMappingCuration	
TCM-SO:sx_言语不清	Slurred speech	skos:closeMatch	ICD11:MB23.L	Pressured speech	semapv:ManualMappingCuration	
TCM-SO:sx_言语不清	Slurred speech	skos:closeMatch	ICD11:MA81	Speech dysfluency	semapv:ManualMappingCuration	
TCM-SO:sx_经断复行	postmenopausal bleeding	skos:closeMatch	ICD11:GA30.1	Postmenopausal uterine bleeding	semapv:ManualMappingCuration	
TCM-SO:sx_肛门部包块	anal mass	skos:closeMatch	ICD11:DB70.00	Anal abscess	semapv:ManualMappingCuration	
TCM-SO:sx_耳廓枯槁	withered auricle	skos:closeMatch	ICD11:LA24	Accessory auricle	semapv:ManualMappingCuration	
TCM-SO:sx_耳廓枯槁	withered auricle	skos:closeMatch	ICD11:NA0B	Injury of the auricle	semapv:ManualMappingCuration	
TCM-SO:sx_耳廓枯槁	withered auricle	skos:closeMatch	ICD11:XA9E26	Skin of auricle	semapv:ManualMappingCuration	
TCM-SO:sx_睫毛稀疏	Sparse eyelashes	skos:closeMatch	ICD11:XA1RK2	Eyelashes	semapv:ManualMappingCuration	
TCM-SO:sx_人中色青	Bluish philtrum	skos:closeMatch	ICD11:XA5LY8	Philtrum	semapv:ManualMappingCuration	
TCM-SO:sx_人中色青	Bluish philtrum	skos:closeMatch	ICD11:SF01	Blood stasis pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_睥急紧小	tight narrow eyelid fissure (blepharophimosis)	skos:closeMatch	ICD11:SF70	Spleen qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_得气行痛减	pain relieved by qi-moving (massage/exercise)	skos:closeMatch	ICD11:XE0KF	Moving ramp	semapv:ManualMappingCuration	under_review
TCM-SO:sx_尿血淡红	light-red hematuria	skos:closeMatch	ICD11:SF90	Kidney qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_尿血淡红	light-red hematuria	skos:closeMatch	ICD11:SF93	Kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_前臂内侧红丝	red threads on inner forearm (acute lymphangitis)	skos:closeMatch	ICD11:XM3R78	Lebanese red	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤流滋	Skin oozing of serous fluid	skos:closeMatch	ICD11:XA2L90	Serous fluid	semapv:ManualMappingCuration	
TCM-SO:sx_大便先干后溏	stool dry at first then loose	skos:closeMatch	ICD11:XE484	Stool	semapv:ManualMappingCuration	
TCM-SO:sx_便血鲜红	bright-red blood in stool	skos:closeMatch	ICD11:ME24.A6	Positive occult blood in stool	semapv:ManualMappingCuration	
TCM-SO:sx_便血鲜红	bright-red blood in stool	skos:closeMatch	ICD11:XE484	Stool	semapv:ManualMappingCuration	
TCM-SO:sx_腰冷	cold lower back	skos:closeMatch	ICD11:NB50.1	Contusion of lower back or pelvis	semapv:ManualMappingCuration	
TCM-SO:sx_腰冷	cold lower back	skos:closeMatch	ICD11:NB50.0	Abrasion of lower back or pelvis	semapv:ManualMappingCuration	
TCM-SO:sx_口疮	Aphthous ulcer	skos:exactMatch	ICD11:DA01.10	Oral ulcer	semapv:ManualMappingCuration	
TCM-SO:sx_带下如涕	snivel-like vaginal discharge	skos:closeMatch	ICD11:MF3A	Vaginal discharge	semapv:ManualMappingCuration	
TCM-SO:sx_口中苹果气	apple-like odor in mouth	skos:closeMatch	ICD11:SF93	Kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_口中苹果气	apple-like odor in mouth	skos:closeMatch	ICD11:SF7E	Stomach yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_渴喜饮热	thirst with preference for hot drinks	skos:closeMatch	ICD11:SF97	Kidney yang deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_渴喜饮热	thirst with preference for hot drinks	skos:closeMatch	ICD11:SF7M	Spleen and kidney yang deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_舌紫	Tongue pain	skos:closeMatch	ICD11:DA01	Gingival and tongue disorders	semapv:ManualMappingCuration	
TCM-SO:sx_包皮过长	redundant prepuce	skos:exactMatch	ICD11:GB05.0	Redundant prepuce	semapv:ManualMappingCuration	
TCM-SO:sx_包皮过长	redundant prepuce	skos:closeMatch	ICD11:GB05.Z	Redundant prepuce, phimosis or paraphimosis, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_包皮过长	redundant prepuce	skos:closeMatch	ICD11:GB05.4	Adherent prepuce	semapv:ManualMappingCuration	
TCM-SO:sx_上腭腐溃	festering palate	skos:closeMatch	ICD11:XA8HL5	Soft palate	semapv:ManualMappingCuration	
TCM-SO:sx_上腭腐溃	festering palate	skos:closeMatch	ICD11:XA4527	Hard palate	semapv:ManualMappingCuration	under_review
TCM-SO:sx_太溪脉减弱	weakened Taixi (KI3) pulse	skos:closeMatch	ICD11:XD8QN4	Pulse Oximeters, Tabletop	semapv:ManualMappingCuration	
TCM-SO:sx_耳脓色白	White ear pus	skos:closeMatch	ICD11:XM6AD6	Egg white	semapv:ManualMappingCuration	
TCM-SO:sx_耳脓色白	White ear pus	skos:closeMatch	ICD11:LA21.3	Misshapen ear	semapv:ManualMappingCuration	
TCM-SO:sx_小儿蚀齿	dental erosion in children	skos:closeMatch	ICD11:DA08.0	Dental caries	semapv:ManualMappingCuration	
TCM-SO:sx_尿血棕红	brownish-red hematuria	skos:closeMatch	ICD11:SF90	Kidney qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_间歇性鼻塞	intermittent nasal obstruction	skos:closeMatch	ICD11:XT5G	Intermittent	semapv:ManualMappingCuration	
TCM-SO:sx_喉痒	itching of throat	skos:closeMatch	ICD11:NA20.1	Contusion of throat	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹结血痴	blood-crusted rash	skos:closeMatch	ICD11:XM2NV9	Blood (derivatives) (natural) (plasma) (whole)	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹结血痴	blood-crusted rash	skos:closeMatch	ICD11:ME66.6Z	Rash, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹结血痴	blood-crusted rash	skos:closeMatch	ICD11:ME66.6Y	Other specified rash	semapv:ManualMappingCuration	
TCM-SO:sx_疮面痛觉减退	decreased pain sensation of sore surface	skos:closeMatch	ICD11:VE20	Sensation of pain [BMDS]	semapv:ManualMappingCuration	
TCM-SO:sx_疮面痛觉减退	decreased pain sensation of sore surface	skos:closeMatch	ICD11:VV12	Sensation of pain	semapv:ManualMappingCuration	
TCM-SO:sx_脓似粉浆	starch-paste-like pus	skos:closeMatch	ICD11:SF62	Dual deficiency of heart qi and blood pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_头大	macrocephaly	skos:exactMatch	ICD11:LB70.3	Macrocephaly	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色白	White tip-of-nose	skos:closeMatch	ICD11:XA04T9	Skin of nose	semapv:ManualMappingCuration	
TCM-SO:sx_耳脓清稀	Ear pus thin and clear	skos:closeMatch	ICD11:SF7M	Spleen and kidney yang deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_结喉一侧漫肿	diffuse swelling on one side of laryngeal prominence	skos:closeMatch	ICD11:XA14Y9	Side of toe	semapv:ManualMappingCuration	
TCM-SO:sx_耳鸣	Tinnitus	skos:exactMatch	ICD11:MC41	Tinnitus	semapv:ManualMappingCuration	
TCM-SO:sx_牙齿焦黑	burnt-black teeth	skos:closeMatch	ICD11:XM08L6	Afghanistan black	semapv:ManualMappingCuration	
TCM-SO:sx_牙齿焦黑	burnt-black teeth	skos:closeMatch	ICD11:DA07.7	Embedded teeth	semapv:ManualMappingCuration	
TCM-SO:sx_齿眼肿	swollen gum margin	skos:closeMatch	ICD11:XM6DW9	Guar gum (medicinal)	semapv:ManualMappingCuration	
TCM-SO:sx_悬痈	uvula abscess (xuanyong)	skos:closeMatch	ICD11:XA2993	Uvula	semapv:ManualMappingCuration	
TCM-SO:sx_水疱中央凹陷	centrally depressed blisters	skos:closeMatch	ICD11:MB24.5	Depressed mood	semapv:ManualMappingCuration	
TCM-SO:sx_谵语	Delirium	skos:closeMatch	ICD11:SQ00	Delirium disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_夜啼	night crying (in infants)	skos:closeMatch	ICD11:SE36	Night crying disorder (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_头发结穗	tufted hair	skos:closeMatch	ICD11:SF7C	Stomach qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_头发结穗	tufted hair	skos:closeMatch	ICD11:SE90	Qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽困难	Dysphagia	skos:exactMatch	ICD11:MD93	Dysphagia	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽困难	Dysphagia	skos:closeMatch	ICD11:SA50	Dysphagia disorder (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_妊娠水肿	edema during pregnancy	skos:closeMatch	ICD11:XT0S	Pregnancy	semapv:ManualMappingCuration	
TCM-SO:sx_带下夹血	blood-streaked vaginal discharge	skos:closeMatch	ICD11:MF3A	Vaginal discharge	semapv:ManualMappingCuration	
TCM-SO:sx_口淡	Hypogeusia	skos:closeMatch	ICD11:SF7C	Stomach qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_肛门脱出物鲜红	bright-red anal prolapse	skos:closeMatch	ICD11:DB53	Anal prolapse	semapv:ManualMappingCuration	
TCM-SO:sx_肛门脱出物鲜红	bright-red anal prolapse	skos:closeMatch	ICD11:SE93	Qi sinking pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_下肢沉重	heaviness of lower limbs	skos:closeMatch	ICD11:BD70.0	Superficial thrombophlebitis of lower limbs	semapv:ManualMappingCuration	
TCM-SO:sx_唇色青黑	Bluish black lip	skos:closeMatch	ICD11:XM08L6	Afghanistan black	semapv:ManualMappingCuration	
TCM-SO:sx_失眠	Insomnia	skos:exactMatch	ICD11:7A00	Insomnia disorders	semapv:ManualMappingCuration	
TCM-SO:sx_腰痛	Low back pain	skos:exactMatch	ICD11:ME84.2	Low back pain	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹结脓痴	pus-crusted rash	skos:closeMatch	ICD11:ME66.6Z	Rash, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹结脓痴	pus-crusted rash	skos:closeMatch	ICD11:ME66.6Y	Other specified rash	semapv:ManualMappingCuration	
TCM-SO:sx_寒热往来_入暮尤剧	alternating chills and fever, worse at dusk	skos:closeMatch	ICD11:SD93	Alternating fever and chills disorder (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_阴囊溃破	scrotal ulceration	skos:closeMatch	ICD11:MF40.20	Acute scrotal pain	semapv:ManualMappingCuration	
TCM-SO:sx_精索坚硬	hard spermatic cord	skos:closeMatch	ICD11:XA5KK7	Spermatic Vein	semapv:ManualMappingCuration	
TCM-SO:sx_咳嗽频作	Frequent cough	skos:closeMatch	ICD11:MD12	Cough	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色赤	Red tip-of-nose	skos:closeMatch	ICD11:XA3057	Supratip of nose	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色赤	Red tip-of-nose	skos:closeMatch	ICD11:XA04T9	Skin of nose	semapv:ManualMappingCuration	
TCM-SO:sx_视物易色	disturbed color vision	skos:closeMatch	ICD11:SF57	Liver qi stagnation pattern (TM1)	semapv:ManualMappingCuration	under_review
TCM-SO:sx_大便干燥	dry stool	skos:closeMatch	ICD11:SR8C	Dry stool pattern (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_大便干燥	dry stool	skos:closeMatch	ICD11:XE484	Stool	semapv:ManualMappingCuration	
TCM-SO:sx_咽干	Abnormality of the pharynx	skos:closeMatch	ICD11:MD36.0	Pharyngitis	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤皲裂	Skin fissuring	skos:closeMatch	ICD11:SF04	Blood dryness pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_反酸	Oral lichenoid lesion	skos:closeMatch	ICD11:DA22	Gastro-oesophageal reflux disease	semapv:ManualMappingCuration	
TCM-SO:sx_舌謇语涩	stiff tongue with sluggish speech	skos:closeMatch	ICD11:MA81	Speech dysfluency	semapv:ManualMappingCuration	
TCM-SO:sx_舌謇语涩	stiff tongue with sluggish speech	skos:closeMatch	ICD11:MB23.L	Pressured speech	semapv:ManualMappingCuration	under_review
TCM-SO:sx_舌謇语涩	stiff tongue with sluggish speech	skos:closeMatch	ICD11:DA03.1	Geographic tongue	semapv:ManualMappingCuration	
TCM-SO:sx_恶寒	Chills	skos:closeMatch	ICD11:MG26	Fever of other or unknown origin	semapv:ManualMappingCuration	
TCM-SO:sx_尿频	Frequent urination	skos:exactMatch	ICD11:MF30.Z	Urinary frequency	semapv:ManualMappingCuration	
TCM-SO:sx_鳞屑色黑	Black scale	skos:closeMatch	ICD11:XM08L6	Afghanistan black	semapv:ManualMappingCuration	
TCM-SO:sx_熟声如雷	snoring like thunder	skos:closeMatch	ICD11:XH0H23	Burkitt-like lymphoma	semapv:ManualMappingCuration	
TCM-SO:sx_熟声如雷	snoring like thunder	skos:closeMatch	ICD11:DA01.10	Oral aphthae or aphtha-like ulceration	semapv:ManualMappingCuration	
TCM-SO:sx_心忡	palpitations	skos:exactMatch	ICD11:MC81.2	Palpitations	semapv:ManualMappingCuration	
TCM-SO:sx_咳声重浊	Abnormally low-pitched voice	skos:closeMatch	ICD11:SF86	Turbid phlegm accumulation in the lung pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_咳声重浊	Abnormally low-pitched voice	skos:closeMatch	ICD11:SF8C	Wind-cold fettering the lung pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_咳声重浊	Abnormally low-pitched voice	skos:closeMatch	ICD11:SF85	Cold phlegm obstructing the lung pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_水疱枯瘪	withered shrunken blisters	skos:closeMatch	ICD11:ME66.6Z	Rash, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_水疱枯瘪	withered shrunken blisters	skos:closeMatch	ICD11:ME66.6Y	Other specified rash	semapv:ManualMappingCuration	
TCM-SO:sx_头痒	Head itching	skos:closeMatch	ICD11:SF04	Blood dryness pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_耳痛	Ear pain	skos:exactMatch	ICD11:MC92.Y	Otalgia	semapv:ManualMappingCuration	
TCM-SO:sx_视近物不清	blurred near vision	skos:closeMatch	ICD11:9D90.7	Near vision impairment	semapv:ManualMappingCuration	
TCM-SO:sx_惊悸	Palpitations	skos:exactMatch	ICD11:MC81.2	Palpitations	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色紫	Purple skin	skos:closeMatch	ICD11:SF01	Blood stasis pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色紫	Purple skin	skos:closeMatch	ICD11:SF55	Liver depression and blood stasis pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_月经量多	Menorrhagia	skos:exactMatch	ICD11:GA20.50	Heavy menstrual bleeding	semapv:ManualMappingCuration	
TCM-SO:sx_咳声嘶哑	hoarse cough	skos:closeMatch	ICD11:MD12	Cough	semapv:ManualMappingCuration	
TCM-SO:sx_咳声嘶哑	hoarse cough	skos:closeMatch	ICD11:SF8A	Wind-heat invading the lung pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_肛门皮肤溃疡	Skin ulcer	skos:exactMatch	ICD11:ME63	Skin ulcer	semapv:ManualMappingCuration	
TCM-SO:sx_小便不利	Dysuria	skos:exactMatch	ICD11:MF50.7	Dysuria	semapv:ManualMappingCuration	
TCM-SO:sx_小便不利	Dysuria	skos:closeMatch	ICD11:SM87	Dysuria disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_颌面疼痛	Maxillofacial-region pain	skos:closeMatch	ICD11:DA08.0	Dental caries	semapv:ManualMappingCuration	
TCM-SO:sx_腿酸	sour legs	skos:closeMatch	ICD11:SF5H	Liver and kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹色白	White rash	skos:closeMatch	ICD11:XM3DL1	White ash	semapv:ManualMappingCuration	
TCM-SO:sx_目赤	Red eye	skos:exactMatch	ICD11:9A61	Red eye	semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:closeMatch	ICD11:8C78	Malignant hyperthermia or hyperpyrexia	semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:closeMatch	ICD11:NE86	Malignant hyperthermia due to anaesthesia	semapv:ManualMappingCuration	
TCM-SO:sx_嗜睡	Lethargy	skos:closeMatch	ICD11:SF97	Kidney yang deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_口臭	Halitosis	skos:exactMatch	ICD11:MD95	Halitosis	semapv:ManualMappingCuration	
TCM-SO:sx_痔核灰白	gray-white hemorrhoidal nodule	skos:closeMatch	ICD11:SF7C	Stomach qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_呕吐酸水	vomiting of sour fluid	skos:closeMatch	ICD11:MD90.1	Vomiting	semapv:ManualMappingCuration	
TCM-SO:sx_甲向内嵌	ingrown nail	skos:closeMatch	ICD11:XA6Q52	Nail	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈青紫	bluish-purple gums	skos:closeMatch	ICD11:SF01	Blood stasis pattern (TM1)	semapv:ManualMappingCuration	under_review
TCM-SO:sx_牙龈青紫	bluish-purple gums	skos:closeMatch	ICD11:SF55	Liver depression and blood stasis pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_肛周皮下痰道	subcutaneous tract around anus	skos:closeMatch	ICD11:XA0D34	Anus	semapv:ManualMappingCuration	
TCM-SO:sx_手掌角化	palmar keratinization	skos:closeMatch	ICD11:XA10U4	Palmar aponeurosis	semapv:ManualMappingCuration	
TCM-SO:sx_指纹色青	Bluish infantile finger venules	skos:closeMatch	ICD11:ED80.6	Infantile acne	semapv:ManualMappingCuration	
TCM-SO:sx_酸痛	Aching pain	skos:closeMatch	ICD11:SE90	Qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_酸痛	Aching pain	skos:closeMatch	ICD11:SR1T	Blood deficiency pattern (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤增厚	Thickened skin	skos:closeMatch	ICD11:SF04	Blood dryness pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_足跟痛	Foot pain	skos:closeMatch	ICD11:SF5H	Liver and kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_咳如犬吠	barking cough	skos:closeMatch	ICD11:MD12	Cough	semapv:ManualMappingCuration	
TCM-SO:sx_乳蛾脓点	tonsillar pus points	skos:closeMatch	ICD11:XA46Z4	Tonsillar fossa	semapv:ManualMappingCuration	
TCM-SO:sx_乳蛾脓点	tonsillar pus points	skos:closeMatch	ICD11:1F20.13	Tonsillar aspergillosis	semapv:ManualMappingCuration	
TCM-SO:sx_皮峪隆起	Skin-ridges bulging	skos:closeMatch	ICD11:XM6J14	Protectant, skin	semapv:ManualMappingCuration	
TCM-SO:sx_皮峪隆起	Skin-ridges bulging	skos:closeMatch	ICD11:ME65.3	Stinging of skin	semapv:ManualMappingCuration	
TCM-SO:sx_皮峪隆起	Skin-ridges bulging	skos:closeMatch	ICD11:ME65.1	Itching of skin	semapv:ManualMappingCuration	
TCM-SO:sx_大便腐臭	putrid stool	skos:closeMatch	ICD11:XE484	Stool	semapv:ManualMappingCuration	
TCM-SO:sx_腰脊痛	lumbosacral pain	skos:closeMatch	ICD11:8B92.3	Lumbosacral radiculoplexopathy	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤苔癣	lichenified skin	skos:closeMatch	ICD11:ME63.5	Chronic lichenified skin disorder	semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱溃陷	collapsed nasal columella	skos:closeMatch	ICD11:XA4S17	Columella	semapv:ManualMappingCuration	
TCM-SO:sx_鼻柱溃陷	collapsed nasal columella	skos:closeMatch	ICD11:XA8817	Nasal turbinate	semapv:ManualMappingCuration	
TCM-SO:sx_肩凝	frozen shoulder	skos:closeMatch	ICD11:SP15	Frozen shoulder disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_神水浑浊	turbid aqueous humor	skos:closeMatch	ICD11:SF5H	Liver and kidney yin deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_拘急肉跳	cramping with muscle twitching	skos:closeMatch	ICD11:SF00	Blood deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_拘急肉跳	cramping with muscle twitching	skos:closeMatch	ICD11:SR1T	Blood deficiency pattern (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_肛门结节柔软	soft anal nodule	skos:closeMatch	ICD11:SK6T	Phlyctenular nodule disorder (TM2)	semapv:ManualMappingCuration	under_review
TCM-SO:sx_耳聋	Severe hearing impairment	skos:exactMatch	ICD11:AB52	Deafness	semapv:ManualMappingCuration	
TCM-SO:sx_胸痛	Chest pain	skos:exactMatch	ICD11:MD30.Z	Chest pain	semapv:ManualMappingCuration	
TCM-SO:sx_脐红	umbilical redness	skos:closeMatch	ICD11:XA0VZ0	Umbilical artery	semapv:ManualMappingCuration	under_review
TCM-SO:sx_脐红	umbilical redness	skos:closeMatch	ICD11:XA3L42	Umbilical cord	semapv:ManualMappingCuration	
TCM-SO:sx_脐红	umbilical redness	skos:closeMatch	ICD11:DD53	Umbilical hernia	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈淡白	pale gums	skos:closeMatch	ICD11:SE90	Qi deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈淡白	pale gums	skos:closeMatch	ICD11:SR1T	Blood deficiency pattern (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈淡白	pale gums	skos:closeMatch	ICD11:SF00	Blood deficiency pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_脓稀薄	Pus thin (watery)	skos:closeMatch	ICD11:SF62	Dual deficiency of heart qi and blood pattern (TM1)	semapv:ManualMappingCuration	
TCM-SO:sx_妊娠腹痛	abdominal pain during pregnancy	skos:closeMatch	ICD11:JA01.0	Abdominal pregnancy	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色黑	Black skin	skos:closeMatch	ICD11:SN4J	Black red skin lesion disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色黑	Black skin	skos:closeMatch	ICD11:XM08L6	Afghanistan black	semapv:ManualMappingCuration	
TCM-SO:sx_舌下痰包	sublingual phlegm mass (ranula)	skos:closeMatch	ICD11:XA7K99	Sublingual vein	semapv:ManualMappingCuration	
TCM-SO:sx_包茎	Phimosis	skos:exactMatch	ICD11:GB05.2	Phimosis	semapv:ManualMappingCuration	
TCM-SO:sx_包茎	Phimosis	skos:closeMatch	ICD11:SN0A	Phimosis disorder (TM2)	semapv:ManualMappingCuration	
TCM-SO:sx_包茎	Phimosis	skos:closeMatch	ICD11:GB05.Z	Redundant prepuce, phimosis or paraphimosis, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_虚里动微不显	faint and invisible xuli (apical) pulsation	skos:closeMatch	ICD11:XE50Y	Pressure cooker	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹色褐	Brown rash	skos:closeMatch	ICD11:ME66.6Z	Rash, unspecified	semapv:ManualMappingCuration	
TCM-SO:sx_阵发痛	Episodic pain	skos:closeMatch	ICD11:XT7X	Episodic	semapv:ManualMappingCuration	
TCM-SO:sx_上肢萎缩	Upper limb amyotrophy	skos:closeMatch	ICD11:LB97.2	Upper limb hypertrophy	semapv:ManualMappingCuration	
TCM-SO:sx_上肢萎缩	Upper limb amyotrophy	skos:closeMatch	ICD11:8B60.6	Monomelic amyotrophy	semapv:ManualMappingCuration	
