# mapping_set_id: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology/mappings/TCM-SO-SNOMEDCT.sssom.tsv
# license: https://creativecommons.org/licenses/by/4.0/
# mapping_provider: https://github.com/Pinellia7ternata/TCM-Symptom-Ontology
# mapping_date: 2026-09-17
# creator_id: https://github.com/Pinellia7ternata
# mapping_tool: manual expert curation after lexical/semantic pre-screening
# object_source: SNOMED CT (International Edition)
# comment_type
# comment: Subject classes are TCM Symptom Ontology (TCM-SO, release v4.10) symptom classes; predicate and object identify the cross-terminology alignment.
# curie_map:
#   TCM-SO: http://OntoTCM.org.cn/ontologies/tcm_v38/f#
#   HP: http://purl.obolibrary.org/obo/HP_
#   SNOMEDCT: http://snomed.info/id/
#   ICD11: https://icd.who.int/browse11/l-m/en#
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	curation_status
TCM-SO:sx_鼻端色白	White tip-of-nose	skos:closeMatch	SNOMEDCT:249331008	narrow nasal tip	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色白	White tip-of-nose	skos:closeMatch	SNOMEDCT:249326006	bifid nasal tip	semapv:ManualMappingCuration	
TCM-SO:sx_头胀	head distension	skos:closeMatch	SNOMEDCT:2032001	brain edema	semapv:ManualMappingCuration	
TCM-SO:sx_耳鸣	Tinnitus	skos:exactMatch	SNOMEDCT:60862001	Tinnitus	semapv:ManualMappingCuration	
TCM-SO:sx_臂部生痈	arm abscess	skos:closeMatch	SNOMEDCT:82127005	perianal abscess	semapv:ManualMappingCuration	under_review
TCM-SO:sx_皮肤感觉过敏	Skin hyperesthesia	skos:closeMatch	SNOMEDCT:14151009	hyperaesthesia	semapv:ManualMappingCuration	
TCM-SO:sx_声音低沉	Weak voice	skos:exactMatch	SNOMEDCT:34527004	hypophonia	semapv:ManualMappingCuration	
TCM-SO:sx_声音低沉	Weak voice	skos:exactMatch	SNOMEDCT:8614008	hypophonia	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽困难	Dysphagia	skos:exactMatch	SNOMEDCT:288939007	deglutition disorder	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽困难	Dysphagia	skos:exactMatch	SNOMEDCT:40739000	deglutition disorder	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽困难	Dysphagia	skos:closeMatch	SNOMEDCT:71457002	oral pharyngeal dysphagia	semapv:ManualMappingCuration	
TCM-SO:sx_口淡	Hypogeusia	skos:exactMatch	SNOMEDCT:697990000	decreased taste	semapv:ManualMappingCuration	
TCM-SO:sx_失眠	Insomnia	skos:exactMatch	SNOMEDCT:59050008	Insomnia	semapv:ManualMappingCuration	
TCM-SO:sx_腰痛	Low back pain	skos:exactMatch	SNOMEDCT:279039007	Low back pain	semapv:ManualMappingCuration	
TCM-SO:sx_精索坚硬	hard spermatic cord	skos:closeMatch	SNOMEDCT:49198006	spermatic cord torsion	semapv:ManualMappingCuration	
TCM-SO:sx_精索坚硬	hard spermatic cord	skos:closeMatch	SNOMEDCT:81996005	spermatic cord torsion	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色赤	Red tip-of-nose	skos:closeMatch	SNOMEDCT:249331008	narrow nasal tip	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色赤	Red tip-of-nose	skos:closeMatch	SNOMEDCT:249327002	broad nasal tip	semapv:ManualMappingCuration	
TCM-SO:sx_鼻端色赤	Red tip-of-nose	skos:closeMatch	SNOMEDCT:249326006	bifid nasal tip	semapv:ManualMappingCuration	
TCM-SO:sx_视力下降	decreased vision	skos:closeMatch	SNOMEDCT:13164000	decreased central vision	semapv:ManualMappingCuration	
TCM-SO:sx_视物易色	disturbed color vision	skos:exactMatch	SNOMEDCT:23289000	abnormal color vision	semapv:ManualMappingCuration	
TCM-SO:sx_视物易色	disturbed color vision	skos:exactMatch	SNOMEDCT:367469000	abnormal color vision	semapv:ManualMappingCuration	
TCM-SO:sx_咽干	Abnormality of the pharynx	skos:closeMatch	SNOMEDCT:162084009	Dry throat	semapv:ManualMappingCuration	
TCM-SO:sx_头皮血肿	Cephalohematoma	skos:exactMatch	SNOMEDCT:206200000	cephalohaematoma	semapv:ManualMappingCuration	
TCM-SO:sx_头皮血肿	Cephalohematoma	skos:exactMatch	SNOMEDCT:83095000	cephalohaematoma	semapv:ManualMappingCuration	
TCM-SO:sx_睑内结石	conjunctival concretion (lid stone)	skos:closeMatch	SNOMEDCT:428477002	conjunctival nodule	semapv:ManualMappingCuration	
TCM-SO:sx_反酸	Oral lichenoid lesion	skos:closeMatch	SNOMEDCT:16331000	Heartburn	semapv:ManualMappingCuration	under_review
TCM-SO:sx_恶寒	Chills	skos:closeMatch	SNOMEDCT:274640006	Chills	semapv:ManualMappingCuration	
TCM-SO:sx_尿频	Frequent urination	skos:exactMatch	SNOMEDCT:11829000	Urinary frequency	semapv:ManualMappingCuration	
TCM-SO:sx_心忡	palpitations	skos:closeMatch	SNOMEDCT:80313002	heart palpitations	semapv:ManualMappingCuration	
TCM-SO:sx_趾甲增厚	thickened toenails	skos:closeMatch	SNOMEDCT:52897009	dystrophic thickened nails	semapv:ManualMappingCuration	
TCM-SO:sx_咳声重浊	Abnormally low-pitched voice	skos:closeMatch	SNOMEDCT:51406002	abnormally high pitched voice	semapv:ManualMappingCuration	
TCM-SO:sx_耳痛	Ear pain	skos:exactMatch	SNOMEDCT:10608006	Ear pain	semapv:ManualMappingCuration	
TCM-SO:sx_视近物不清	blurred near vision	skos:closeMatch	SNOMEDCT:111516008	blurred vision	semapv:ManualMappingCuration	
TCM-SO:sx_视近物不清	blurred near vision	skos:closeMatch	SNOMEDCT:246636008	blurred vision	semapv:ManualMappingCuration	
TCM-SO:sx_惊悸	Palpitations	skos:closeMatch	SNOMEDCT:80313002	heart palpitations	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色紫	Purple skin	skos:closeMatch	SNOMEDCT:387778001	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色紫	Purple skin	skos:closeMatch	SNOMEDCT:423902002	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色紫	Purple skin	skos:closeMatch	SNOMEDCT:12393003	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_月经量多	Menorrhagia	skos:exactMatch	SNOMEDCT:237053008	Menorrhagia	semapv:ManualMappingCuration	
TCM-SO:sx_肛门皮肤溃疡	Skin ulcer	skos:exactMatch	SNOMEDCT:46742003	Skin ulcer	semapv:ManualMappingCuration	
TCM-SO:sx_小便不利	Dysuria	skos:exactMatch	SNOMEDCT:49650001	dull burning sensation with urination	semapv:ManualMappingCuration	
TCM-SO:sx_目赤	Red eye	skos:exactMatch	SNOMEDCT:1797002	Red eye	semapv:ManualMappingCuration	
TCM-SO:sx_下唇肿胀	Lower-lip swelling	skos:closeMatch	SNOMEDCT:102572006	dependant edema	semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:closeMatch	SNOMEDCT:386661006	fever	semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:closeMatch	SNOMEDCT:50177009	fever	semapv:ManualMappingCuration	
TCM-SO:sx_壮热	Malignant hyperthermia	skos:exactMatch	SNOMEDCT:405501007	malignant hyperthermia	semapv:ManualMappingCuration	
TCM-SO:sx_神志狂乱	manic confusion	skos:closeMatch	SNOMEDCT:286933003	confusion	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈晦暗	dull dark gums	skos:closeMatch	SNOMEDCT:235038002	dark color of gums	semapv:ManualMappingCuration	
TCM-SO:sx_尿闭	urinary retention	skos:exactMatch	SNOMEDCT:130951007	increased post void residual urine volume	semapv:ManualMappingCuration	
TCM-SO:sx_尿闭	urinary retention	skos:exactMatch	SNOMEDCT:267064002	increased post void residual urine volume	semapv:ManualMappingCuration	
TCM-SO:sx_尿闭	urinary retention	skos:exactMatch	SNOMEDCT:449491000124	increased post void residual urine volume	semapv:ManualMappingCuration	
TCM-SO:sx_嗜睡	Lethargy	skos:exactMatch	SNOMEDCT:214264003	dullness	semapv:ManualMappingCuration	
TCM-SO:sx_嗜睡	Lethargy	skos:exactMatch	SNOMEDCT:271782001	abnormal drowsiness	semapv:ManualMappingCuration	
TCM-SO:sx_嗜睡	Lethargy	skos:exactMatch	SNOMEDCT:79519003	abnormal drowsiness	semapv:ManualMappingCuration	
TCM-SO:sx_口臭	Halitosis	skos:exactMatch	SNOMEDCT:33893004	Halitosis	semapv:ManualMappingCuration	
TCM-SO:sx_入睡难	Sleep onset insomnia	skos:closeMatch	SNOMEDCT:193462001	difficulty staying or falling asleep	semapv:ManualMappingCuration	
TCM-SO:sx_入睡难	Sleep onset insomnia	skos:closeMatch	SNOMEDCT:53888004	difficulty sleeping	semapv:ManualMappingCuration	
TCM-SO:sx_眼前闪光	Photopsia (flashing lights before the eyes)	skos:exactMatch	SNOMEDCT:15013002	eye floaters	semapv:ManualMappingCuration	
TCM-SO:sx_眼前闪光	Photopsia (flashing lights before the eyes)	skos:exactMatch	SNOMEDCT:162278001	eye floaters	semapv:ManualMappingCuration	
TCM-SO:sx_眼前闪光	Photopsia (flashing lights before the eyes)	skos:exactMatch	SNOMEDCT:420999000	eye floaters	semapv:ManualMappingCuration	
TCM-SO:sx_甲向内嵌	ingrown nail	skos:exactMatch	SNOMEDCT:400097005	ingrown nail	semapv:ManualMappingCuration	
TCM-SO:sx_甲向内嵌	ingrown nail	skos:exactMatch	SNOMEDCT:400200009	ingrown nail	semapv:ManualMappingCuration	
TCM-SO:sx_咀嚼困难	Impaired mastication	skos:exactMatch	SNOMEDCT:162020001	chewing difficulties	semapv:ManualMappingCuration	
TCM-SO:sx_手掌角化	palmar keratinization	skos:closeMatch	SNOMEDCT:247449001	palmar pits	semapv:ManualMappingCuration	
TCM-SO:sx_眉毛脱落	loss of eyebrows	skos:closeMatch	SNOMEDCT:253208007	absent eyebrow	semapv:ManualMappingCuration	
TCM-SO:sx_眉毛脱落	loss of eyebrows	skos:closeMatch	SNOMEDCT:422441003	absent eyebrow	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤增厚	Thickened skin	skos:exactMatch	SNOMEDCT:17417006	diffusely thickened skin	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤增厚	Thickened skin	skos:exactMatch	SNOMEDCT:69943009	diffusely thickened skin	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤增厚	Thickened skin	skos:closeMatch	SNOMEDCT:51603000	cutis gyrata of scalp	semapv:ManualMappingCuration	
TCM-SO:sx_颈项歪斜	wry neck	skos:exactMatch	SNOMEDCT:270476009	cervical dystonia	semapv:ManualMappingCuration	
TCM-SO:sx_颈项歪斜	wry neck	skos:exactMatch	SNOMEDCT:70070008	cervical dystonia	semapv:ManualMappingCuration	
TCM-SO:sx_颈项歪斜	wry neck	skos:exactMatch	SNOMEDCT:74333002	cervical dystonia	semapv:ManualMappingCuration	
TCM-SO:sx_皮峪隆起	Skin-ridges bulging	skos:closeMatch	SNOMEDCT:18265008	anterior bulging of the globe	semapv:ManualMappingCuration	
TCM-SO:sx_手背肿如覆碗	dorsal hand swelling like an upturned bowl	skos:closeMatch	SNOMEDCT:708670007	anteverted nares	semapv:ManualMappingCuration	
TCM-SO:sx_腰脊痛	lumbosacral pain	skos:closeMatch	SNOMEDCT:247355005	flank pain	semapv:ManualMappingCuration	under_review
TCM-SO:sx_腰脊痛	lumbosacral pain	skos:closeMatch	SNOMEDCT:279039007	low back pain	semapv:ManualMappingCuration	
TCM-SO:sx_肛门皮肤糜烂	eroded anal skin	skos:closeMatch	SNOMEDCT:93448009	skin erosion	semapv:ManualMappingCuration	
TCM-SO:sx_肩凝	frozen shoulder	skos:closeMatch	SNOMEDCT:45326000	shoulder pain	semapv:ManualMappingCuration	
TCM-SO:sx_胸廓变形	thoracic deformity	skos:closeMatch	SNOMEDCT:29857009	chest discomfort	semapv:ManualMappingCuration	
TCM-SO:sx_口腔溃烂	Oral ulceration and festering	skos:closeMatch	SNOMEDCT:26284000	mouth sore	semapv:ManualMappingCuration	
TCM-SO:sx_视物模糊	blurred vision	skos:exactMatch	SNOMEDCT:111516008	blurred vision	semapv:ManualMappingCuration	
TCM-SO:sx_视物模糊	blurred vision	skos:exactMatch	SNOMEDCT:246636008	blurred vision	semapv:ManualMappingCuration	
TCM-SO:sx_耳聋	Severe hearing impairment	skos:exactMatch	SNOMEDCT:15188001	Hearing loss	semapv:ManualMappingCuration	
TCM-SO:sx_牙根痛	pain at tooth root	skos:closeMatch	SNOMEDCT:109493006	absence of tooth root	semapv:ManualMappingCuration	
TCM-SO:sx_胸痛	Chest pain	skos:exactMatch	SNOMEDCT:29857009	Chest pain	semapv:ManualMappingCuration	
TCM-SO:sx_妊娠腹痛	abdominal pain during pregnancy	skos:closeMatch	SNOMEDCT:21522001	abdominal discomfort	semapv:ManualMappingCuration	
TCM-SO:sx_包茎	Phimosis	skos:exactMatch	SNOMEDCT:253854008	phimosis	semapv:ManualMappingCuration	
TCM-SO:sx_骨折四肢畸形	limb deformity from fracture	skos:closeMatch	SNOMEDCT:445144002	abnormal limbs	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹色褐	Brown rash	skos:closeMatch	SNOMEDCT:112625008	rash	semapv:ManualMappingCuration	
TCM-SO:sx_皮疹色褐	Brown rash	skos:closeMatch	SNOMEDCT:271807003	rash	semapv:ManualMappingCuration	
TCM-SO:sx_上肢萎缩	Upper limb amyotrophy	skos:closeMatch	SNOMEDCT:253921005	asymmetric upper limb shortening	semapv:ManualMappingCuration	
TCM-SO:sx_上肢萎缩	Upper limb amyotrophy	skos:closeMatch	SNOMEDCT:74035001	amyotrophy	semapv:ManualMappingCuration	
TCM-SO:sx_上肢萎缩	Upper limb amyotrophy	skos:closeMatch	SNOMEDCT:298745009	hypertrophy of the upper limb	semapv:ManualMappingCuration	
TCM-SO:sx_功能失调性月经紊乱	dysfunctional menstrual irregularity	skos:closeMatch	SNOMEDCT:80182007	irregular menses	semapv:ManualMappingCuration	
TCM-SO:sx_圆背	Round back (kyphotic posture)	skos:exactMatch	SNOMEDCT:414564002	gibbus deformity	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色素减退	Hypopigmentation of the skin	skos:exactMatch	SNOMEDCT:18655006	hypopigmentation	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色素减退	Hypopigmentation of the skin	skos:exactMatch	SNOMEDCT:201284005	hypopigmentation	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤色素减退	Hypopigmentation of the skin	skos:exactMatch	SNOMEDCT:23006000	hypopigmentation	semapv:ManualMappingCuration	
TCM-SO:sx_恶心	Nausea	skos:exactMatch	SNOMEDCT:422587007	Nausea	semapv:ManualMappingCuration	
TCM-SO:sx_目珠痛	Eyeball pain	skos:closeMatch	SNOMEDCT:41652007	eye pain	semapv:ManualMappingCuration	
TCM-SO:sx_梦中啮齿	teeth grinding during sleep	skos:closeMatch	SNOMEDCT:191983006	bruxism	semapv:ManualMappingCuration	
TCM-SO:sx_梦中啮齿	teeth grinding during sleep	skos:closeMatch	SNOMEDCT:90207007	bruxism	semapv:ManualMappingCuration	
TCM-SO:sx_晶珠混浊	cloudy lens (cataract)	skos:exactMatch	SNOMEDCT:128306009	cataract	semapv:ManualMappingCuration	
TCM-SO:sx_晶珠混浊	cloudy lens (cataract)	skos:exactMatch	SNOMEDCT:193570009	cataract	semapv:ManualMappingCuration	
TCM-SO:sx_晶珠混浊	cloudy lens (cataract)	skos:exactMatch	SNOMEDCT:247053007	cataract	semapv:ManualMappingCuration	
TCM-SO:sx_过早绝经	premature menopause	skos:exactMatch	SNOMEDCT:373717006	climacterium praecox	semapv:ManualMappingCuration	
TCM-SO:sx_前囟宽大	wide anterior fontanelle	skos:closeMatch	SNOMEDCT:295091000119	delayed closure anterior fontanel	semapv:ManualMappingCuration	
TCM-SO:sx_前囟宽大	wide anterior fontanelle	skos:closeMatch	SNOMEDCT:276709006	enlarged fontanelles	semapv:ManualMappingCuration	
TCM-SO:sx_鼻不闻香臭	Anosmia	skos:exactMatch	SNOMEDCT:44169009	anosmia	semapv:ManualMappingCuration	
TCM-SO:sx_头昏	dizziness	skos:exactMatch	SNOMEDCT:271789005	dizziness	semapv:ManualMappingCuration	
TCM-SO:sx_头昏	dizziness	skos:exactMatch	SNOMEDCT:399090003	dizziness	semapv:ManualMappingCuration	
TCM-SO:sx_头昏	dizziness	skos:exactMatch	SNOMEDCT:399153001	dizziness	semapv:ManualMappingCuration	
TCM-SO:sx_白睛溢血	bleeding on the white of the eye (subconjunctival hemorrhage)	skos:closeMatch	SNOMEDCT:815008	episcleritis	semapv:ManualMappingCuration	
TCM-SO:sx_日唇红肿	Red lips swelling	skos:closeMatch	SNOMEDCT:271771009	joint swelling	semapv:ManualMappingCuration	
TCM-SO:sx_膝外翻	Genu valgum	skos:exactMatch	SNOMEDCT:299331007	bow leggedness	semapv:ManualMappingCuration	
TCM-SO:sx_膝外翻	Genu valgum	skos:exactMatch	SNOMEDCT:299330008	genu valga	semapv:ManualMappingCuration	
TCM-SO:sx_赘皮肿胀	Skin tag/redundant skin swelling	skos:closeMatch	SNOMEDCT:201093004	loose redundant skin	semapv:ManualMappingCuration	
TCM-SO:sx_倒睫拳毛	Trichiasis	skos:exactMatch	SNOMEDCT:60332004	ingrown eyelashes	semapv:ManualMappingCuration	
TCM-SO:sx_胞睑色红	red eyelid	skos:closeMatch	SNOMEDCT:414521009	hordeolum internum	semapv:ManualMappingCuration	
TCM-SO:sx_肛门周围皮肤见瘘口	fistula opening in perianal skin	skos:closeMatch	SNOMEDCT:72779005	anal fistula	semapv:ManualMappingCuration	
TCM-SO:sx_鼻疮	Nasal sore	skos:closeMatch	SNOMEDCT:126669004	nasal neoplasm	semapv:ManualMappingCuration	
TCM-SO:sx_疲乏	Fatigue	skos:exactMatch	SNOMEDCT:248274002	fatigue	semapv:ManualMappingCuration	
TCM-SO:sx_疲乏	Fatigue	skos:exactMatch	SNOMEDCT:84229001	fatigue	semapv:ManualMappingCuration	
TCM-SO:sx_疲乏	Fatigue	skos:closeMatch	SNOMEDCT:80449002	increased muscle fatiguability	semapv:ManualMappingCuration	
TCM-SO:sx_舌光	Bare (mirror) tongue	skos:closeMatch	SNOMEDCT:25273001	abnormally large tongue	semapv:ManualMappingCuration	
TCM-SO:sx_舌光	Bare (mirror) tongue	skos:closeMatch	SNOMEDCT:253752000	bumpy tongue	semapv:ManualMappingCuration	
TCM-SO:sx_全身无力	generalized weakness	skos:closeMatch	SNOMEDCT:249945007	leg weakness	semapv:ManualMappingCuration	under_review
TCM-SO:sx_舌痛	Tongue pain	skos:exactMatch	SNOMEDCT:30731004	Tongue pain	semapv:ManualMappingCuration	
TCM-SO:sx_鼻梁凹陷	Depressed nasal bridge	skos:exactMatch	SNOMEDCT:204521002	bifid nasal bridge	semapv:ManualMappingCuration	
TCM-SO:sx_鼻梁凹陷	Depressed nasal bridge	skos:closeMatch	SNOMEDCT:249321001	broad flat nasal bridge	semapv:ManualMappingCuration	
TCM-SO:sx_产后多汗	profuse sweating after childbirth	skos:closeMatch	SNOMEDCT:161857006	diaphoresis	semapv:ManualMappingCuration	
TCM-SO:sx_产后多汗	profuse sweating after childbirth	skos:closeMatch	SNOMEDCT:364538006	diaphoresis	semapv:ManualMappingCuration	
TCM-SO:sx_产后多汗	profuse sweating after childbirth	skos:closeMatch	SNOMEDCT:415690000	diaphoresis	semapv:ManualMappingCuration	
TCM-SO:sx_健忘	Progressive forgetfulness	skos:exactMatch	SNOMEDCT:162636000	Memory impairment	semapv:ManualMappingCuration	
TCM-SO:sx_头重	Abnormality of the head	skos:closeMatch	SNOMEDCT:299033004	abnormal hands	semapv:ManualMappingCuration	
TCM-SO:sx_头重	Abnormality of the head	skos:closeMatch	SNOMEDCT:13213009	abnormal heart morphology	semapv:ManualMappingCuration	
TCM-SO:sx_头重	Abnormality of the head	skos:closeMatch	SNOMEDCT:275259005	abnormal pinnae	semapv:ManualMappingCuration	
TCM-SO:sx_疼痛	Pain	skos:exactMatch	SNOMEDCT:68962001		semapv:ManualMappingCuration	
TCM-SO:sx_疼痛	Pain	skos:exactMatch	SNOMEDCT:279058007	Pain in limb	semapv:ManualMappingCuration	
TCM-SO:sx_麻木不仁	numbness (loss of sensation)	skos:closeMatch	SNOMEDCT:6140007	affective insufficiency	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈溃烂	Abnormality of the gingiva	skos:closeMatch	SNOMEDCT:449715001	abnormality of the leg	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈溃烂	Abnormality of the gingiva	skos:closeMatch	SNOMEDCT:275259005	abnormal pinnae	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈溃烂	Abnormality of the gingiva	skos:closeMatch	SNOMEDCT:19416009	abnormal eye	semapv:ManualMappingCuration	
TCM-SO:sx_颈项活动受限	restricted neck movement	skos:exactMatch	SNOMEDCT:161882006	limitation of neck motion	semapv:ManualMappingCuration	
TCM-SO:sx_颈项活动受限	restricted neck movement	skos:exactMatch	SNOMEDCT:405947006	limitation of neck motion	semapv:ManualMappingCuration	
TCM-SO:sx_痈疮表面光软无头	glossy soft headless abscess	skos:closeMatch	SNOMEDCT:299709002	dental abscess	semapv:ManualMappingCuration	
TCM-SO:sx_痈疮表面光软无头	glossy soft headless abscess	skos:closeMatch	SNOMEDCT:27916005	hepatic abscess	semapv:ManualMappingCuration	
TCM-SO:sx_乏力	Malaise	skos:exactMatch	SNOMEDCT:13791008	Asthenia	semapv:ManualMappingCuration	
TCM-SO:sx_疮疡根脚散漫	diffuse-based sore	skos:closeMatch	SNOMEDCT:19648000	diffuse	semapv:ManualMappingCuration	
TCM-SO:sx_妊娠呕吐	Hyperemesis gravidarum	skos:exactMatch	SNOMEDCT:1696002	Hyperemesis gravidarum	semapv:ManualMappingCuration	
TCM-SO:sx_产后便秘	Constipation	skos:exactMatch	SNOMEDCT:14760008	Constipation	semapv:ManualMappingCuration	
TCM-SO:sx_不欲饮食	poor appetite	skos:exactMatch	SNOMEDCT:64379006	decreased appetite	semapv:ManualMappingCuration	
TCM-SO:sx_声重	heavy (nasal) voice	skos:closeMatch	SNOMEDCT:34527004	hypophonia	semapv:ManualMappingCuration	
TCM-SO:sx_声重	heavy (nasal) voice	skos:closeMatch	SNOMEDCT:8614008	hypophonia	semapv:ManualMappingCuration	
TCM-SO:sx_睾丸表面光滑	smooth testicular surface	skos:closeMatch	SNOMEDCT:126900000	testicular cancer	semapv:ManualMappingCuration	
TCM-SO:sx_睾丸表面光滑	smooth testicular surface	skos:closeMatch	SNOMEDCT:9491003	atrophy of dorsum of tongue	semapv:ManualMappingCuration	
TCM-SO:sx_声音高亢	high-pitched voice	skos:exactMatch	SNOMEDCT:51406002	abnormally high pitched voice	semapv:ManualMappingCuration	
TCM-SO:sx_小儿言语迟缓	delayed speech in children	skos:closeMatch	SNOMEDCT:229721007	deficiency of speech development	semapv:ManualMappingCuration	
TCM-SO:sx_小儿言语迟缓	delayed speech in children	skos:closeMatch	SNOMEDCT:29164008	deficiency of speech development	semapv:ManualMappingCuration	
TCM-SO:sx_小儿言语迟缓	delayed speech in children	skos:closeMatch	SNOMEDCT:62415009	deficiency of speech development	semapv:ManualMappingCuration	
TCM-SO:sx_驼背	Kyphosis	skos:exactMatch	SNOMEDCT:414564002	gibbus deformity	semapv:ManualMappingCuration	
TCM-SO:sx_驼背	Kyphosis	skos:closeMatch	SNOMEDCT:298393001	cervical kyphosis	semapv:ManualMappingCuration	
TCM-SO:sx_驼背	Kyphosis	skos:closeMatch	SNOMEDCT:53406005	calve disease	semapv:ManualMappingCuration	
TCM-SO:sx_鼻痒	Abnormality of the nose	skos:exactMatch	SNOMEDCT:128274005	abnormality of the nose	semapv:ManualMappingCuration	
TCM-SO:sx_鼻痒	Abnormality of the nose	skos:exactMatch	SNOMEDCT:72089000	abnormality of the nose	semapv:ManualMappingCuration	
TCM-SO:sx_鼻痒	Abnormality of the nose	skos:closeMatch	SNOMEDCT:298390003	abnormality of the neck	semapv:ManualMappingCuration	
TCM-SO:sx_目痛	Ocular pain	skos:exactMatch	SNOMEDCT:409667008	Eye pain	semapv:ManualMappingCuration	
TCM-SO:sx_头发易折断	easily broken hair	skos:closeMatch	SNOMEDCT:25159003	brittle hair	semapv:ManualMappingCuration	
TCM-SO:sx_眼睑肿核	swollen nodule of the eyelid (chalazion)	skos:closeMatch	SNOMEDCT:248514008	cyst of the eyelid	semapv:ManualMappingCuration	
TCM-SO:sx_眼睑肿核	swollen nodule of the eyelid (chalazion)	skos:closeMatch	SNOMEDCT:301913002	cyst of the eyelid	semapv:ManualMappingCuration	
TCM-SO:sx_眼睑肿核	swollen nodule of the eyelid (chalazion)	skos:closeMatch	SNOMEDCT:46210008	cyst of the eyelid	semapv:ManualMappingCuration	
TCM-SO:sx_呕吐	Vomiting	skos:exactMatch	SNOMEDCT:422400008	Vomiting	semapv:ManualMappingCuration	
TCM-SO:sx_体毛干枯	Brittle hair	skos:exactMatch	SNOMEDCT:25159003	brittle hair	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈硬肿	hard swollen gums	skos:closeMatch	SNOMEDCT:66383009	gingival inflammation	semapv:ManualMappingCuration	
TCM-SO:sx_喜食异物	pica (craving for foreign objects)	skos:exactMatch	SNOMEDCT:14077003	pica	semapv:ManualMappingCuration	
TCM-SO:sx_背痛	Back pain	skos:exactMatch	SNOMEDCT:161891005	Back pain	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽不利	difficulty swallowing	skos:exactMatch	SNOMEDCT:40739000	deglutition disorder	semapv:ManualMappingCuration	
TCM-SO:sx_吞咽不利	difficulty swallowing	skos:exactMatch	SNOMEDCT:288939007	deglutition disorder	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤紫斑	Skin purpura	skos:closeMatch	SNOMEDCT:12393003	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤紫斑	Skin purpura	skos:closeMatch	SNOMEDCT:387778001	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_皮肤紫斑	Skin purpura	skos:closeMatch	SNOMEDCT:423902002	blood spots	semapv:ManualMappingCuration	
TCM-SO:sx_流热泪	hot tearing	skos:closeMatch	SNOMEDCT:193982009	epiphora	semapv:ManualMappingCuration	
TCM-SO:sx_流热泪	hot tearing	skos:closeMatch	SNOMEDCT:418035005	epiphora	semapv:ManualMappingCuration	
TCM-SO:sx_失音	Loss of voice	skos:exactMatch	SNOMEDCT:441913003	aphonia	semapv:ManualMappingCuration	
TCM-SO:sx_失音	Loss of voice	skos:exactMatch	SNOMEDCT:44564008	aphonia	semapv:ManualMappingCuration	
TCM-SO:sx_呼吸急促	Tachypnea	skos:exactMatch	SNOMEDCT:271823003	increased respiratory rate or depth of breathing	semapv:ManualMappingCuration	
TCM-SO:sx_呼吸急促	Tachypnea	skos:exactMatch	SNOMEDCT:68978004	hyperventilation	semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:exactMatch	SNOMEDCT:1667003	early closure of the bregma sutures	semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:exactMatch	SNOMEDCT:57219006	cranial suture synostosis	semapv:ManualMappingCuration	
TCM-SO:sx_囟门早闭	premature closure of fontanelle	skos:closeMatch	SNOMEDCT:82779003	broad late closing cranial sutures	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈暗红	dark-red gums	skos:closeMatch	SNOMEDCT:66383009	gingival inflammation	semapv:ManualMappingCuration	
TCM-SO:sx_牙龈暗红	dark-red gums	skos:closeMatch	SNOMEDCT:235038002	dark color of gums	semapv:ManualMappingCuration	
